max,min,mean,sd,rms,skewness,kurtosis,crest,form,fault
0.67153,-0.50798,0.0117798772802734,0.129694547809208,0.130196881758364,0.162839252876987,2.81114719291156,5.15780401904181,11.0524820132372,Ball_014_1
0.21884,-0.20966,0.0110197591357422,0.0666142663806751,0.0675035469297181,-0.156433946981106,0.0651495762891536,3.24190372141255,6.12568261231526,Normal_1
2.316,-1.8396,0.0100173365429687,0.337542390489125,0.337608619780424,0.411259792008242,11.1794089974064,6.86001441997036,33.7024336092007,Ball_014_1
0.21905,-0.25597,0.0116481413183594,0.0647453376832473,0.0657692260333885,-0.308231157251027,0.233510106363786,3.33058503514693,5.6463279621896,Normal_1
3.5156,-3.938,0.0151023116601562,0.627435170088069,0.627463742707291,-0.417876316916896,10.6087298480686,5.60287353788984,41.547529731008,OR_021_6_1
0.52008,-0.4262,0.0226710336816406,0.153371873927894,0.155001360232251,0.00336002925409182,-0.0767100916529806,3.35532539340767,6.83697807558609,Ball_007_1
0.22697,-0.22384,0.00792426424804688,0.0630450445823151,0.0635258282093941,-0.114324859563372,0.129204831578032,3.57287746413727,8.01662163462704,Normal_1
4.4496,-4.3378,0.0155907845019531,0.594287076033217,0.594346491140988,-0.270550796067384,19.7929697402577,7.48654205303365,38.1216539210411,OR_021_6_1
0.50589,-0.52216,0.0102120112353516,0.172512499903569,0.172772440718222,-0.0514009722491525,-0.321754240656672,2.92807115473391,16.9185517657996,Ball_021_1
0.55137,-0.45833,0.0102934418359375,0.115693581399705,0.11612245293248,0.128293181928704,2.11393889842535,4.74817734276243,11.2812074700866,Ball_014_1
0.25931,-0.21279,0.0145112950292969,0.0806075826703291,0.0818839875661464,0.00280343970408368,-0.117137929822616,3.16679741311484,5.64277601694616,Ball_014_1
1.2642,-1.2888,0.0186331843652344,0.274247199421082,0.274812659045713,0.062842402023604,3.60890436589496,4.60022476544543,14.7485611508496,IR_007_1
1.3696,-1.2936,0.0231193976953125,0.281025226294074,0.281906229560271,-0.123577546158918,4.63978109668431,4.85835308476993,12.1934936746829,IR_007_1
1.0099,-0.88182,0.0314593406005859,0.187509861646626,0.190085429168825,-0.122327228147811,1.45829970721731,5.31287434505595,6.04225726095749,IR_014_1
0.48962,-0.49108,0.0179630275048828,0.152361476167988,0.153379773134562,-0.0652405537094194,0.155256719482891,3.19220709480677,8.53863710295322,Ball_007_1
0.47543,-0.49504,0.0217097448535156,0.141753253541626,0.143371846591937,-0.0501306652561326,0.0388366940671698,3.31606247182659,6.60403185570923,Ball_007_1
0.62689,-0.50151,0.0117820901025391,0.171642741087939,0.172004833795092,0.0373881179625896,-0.0676133874517513,3.64460687626261,14.5988387712317,Ball_021_1
1.5458,-1.52,0.00913385087890625,0.488156444903393,0.488122716245487,0.0580038480037073,-0.183730382583723,3.16682659616805,53.4410647509869,IR_021_1
4.8386,-4.6783,0.0121360692724609,1.07719939807175,1.07700475675068,0.0876899604825897,3.64159501673345,4.49264496713834,88.7441174379756,OR_007_6_1
0.63231,-0.5061,0.0105469817089844,0.121264031004493,0.121692332872008,0.0581163390295638,2.52797928434157,5.19597237621406,11.5381192676522,Ball_014_1
0.79524,-0.98446,0.0340273823779297,0.204542220253684,0.207304013808955,-0.131648648432353,1.08029836164729,3.83610517417607,6.09227038114495,IR_014_1
4.2731,-4.3369,0.0114821962402344,1.00583625887118,1.00565621518346,0.0679943227269525,3.3364079579579,4.2490663663034,87.5839599100015,OR_007_6_1
4.7225,-5.0973,0.0158541234326172,0.669845700840957,0.669869784105566,-0.821753509762589,18.8058672946922,7.04987762107475,42.2520858344916,OR_021_6_1
2.913,-4.0406,0.0148141107226562,0.500772569977347,0.50086942098999,-1.0263022468581,16.9417668059651,5.81588709137469,33.8102927922616,OR_021_6_1
2.2327,-2.3679,0.0173280661767578,0.407925209184962,0.40819356525153,-0.169308301077287,8.144950705214,5.46970895688717,23.5567870694678,OR_021_6_1
1.8268,-1.6944,0.0112664757910156,0.584372514487006,0.584338451068548,-0.00358509055507656,0.0291732589147569,3.12627039459654,51.8652382437572,IR_021_1
4.8624,-4.8085,0.0142894436035156,0.990405785662191,0.990267060759774,0.0847691120691207,4.83720024962054,4.91019058663767,69.3006031750697,OR_007_6_1
0.3657,-0.36654,0.0145302807128906,0.130641080097625,0.131414943312193,-0.0114138391137283,-0.369597937103233,2.78278855343895,9.04421228391051,OR_014_6_1
5.1854,-5.1536,0.0163724730615234,0.988589555514398,0.988483770901241,0.0777136551617634,4.88985147647267,5.24581197248414,60.3747379633351,OR_007_6_1
1.3687,-1.491,0.0211320327392578,0.262646350230794,0.263431176857202,-0.112157364534909,4.61863967349867,5.19566444765166,12.4659648273124,IR_007_1
3.1759,-3.1976,0.0153460120556641,0.628192190868635,0.628226265414584,-0.340553299756712,6.51556236267608,5.05534418861671,40.9374281172099,OR_021_6_1
0.64712,-0.56931,0.0320117107177734,0.184006490420344,0.186726017800473,0.0384486153925528,0.367055456311383,3.46561238558347,5.83305339245115,IR_014_1
0.40346,-0.39366,0.0183971230273438,0.127683665660758,0.128971361569858,-0.0108139463790106,0.186027667063593,3.12829139034455,7.01040925682601,Ball_007_1
0.38364,-0.34046,0.0141943101757813,0.110297841213488,0.111180717647533,-0.0120057487486701,0.315294987169026,3.45059834220735,7.83276652903024,Ball_014_1
1.2938,-1.3502,0.0217616601464844,0.29743161556652,0.298154221358214,-0.328757271242787,3.44727583015953,4.33936502426903,13.7008950305835,IR_007_1
0.48378,-0.33796,0.00947010933105469,0.0912254534207172,0.0916935265179388,0.235740328306889,1.34652422062427,5.27605402880163,9.6824147760633,Ball_014_1
2.2768,-1.9007,0.0113500837451172,0.527819638102045,0.527812810331859,0.105967322576971,1.07171387865664,4.31365051289391,46.5029881879879,IR_021_1
1.5043,-1.3595,0.0186809648681641,0.284477408732423,0.285020804850107,0.186478634553149,3.75187014078221,5.27786033300662,15.2572849883058,IR_007_1
0.51674,-0.55325,0.0145747077734375,0.166621692902636,0.167217387263786,-0.0203539638448159,-0.318052962628159,3.09022888382319,11.4731210987668,Ball_021_1
